	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
1	Cy5-biotin-BSA low 1st grid	Cy5 BSA 5ng/ul	1	1	1	1946.43	1960.55	2055.46	1506.98	1486.13	1497.19	606.41	615.93	730.80	1897.00	1917.00	1991.00	586.00	608.00	573.00	556.97	572.37	666.34	1917.00	1935.00	1987.48	1960.55	586.00	589.00	1496.76	1497.19	572.37	598.56	651.04	615.93	59.29	49.52	10.43	17.69	69.24	59.20	2.56	2.98	3.00	0.70	9.89	10.63	1398.48	1183.00	1204.00	1245.00	1210.67	31.53	85.72	87.25	90.22	87.73	2.29	14.28	12.75	9.78	12.27	2302632.00	2360508.00	2559045.00	2407395.00	308.06	327.43	550.24	2328.72	2264.82	1653.55	2082.36	1463.27	1371.60	1488.30	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
2	Cy5-biotin-BSA med 1st grid	Cy5 BSA 10ng/ul	1	1	2	1443.30	6626.65	1414.31	1072.10	2658.48	1076.28	409.47	5500.30	401.97	1402.00	1520.00	1414.00	1211.00	1178.00	1200.00	368.18	393.64	401.66	1414.00	1445.33	3161.42	1443.30	1200.00	1196.33	1602.29	1076.28	393.64	387.83	2103.91	409.47	3001.02	64.94	914.69	16.80	2941.36	17.48	4.49	94.93	1.40	57.09	4.51	139.80	1965.09	783.00	640.00	895.00	772.67	127.81	56.74	46.38	64.86	55.99	9.26	43.26	53.62	35.14	44.01	1130102.00	4241059.00	1265807.00	2212322.67	249.61	15972.87	156.27	1284.49	220.39	2302.22	1269.03	588.20	8783.65	712.31	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	Cy5-biotin-BSA high 1st grid	Cy5 BSA 15ng/ul	1	1	3	9657.26	16672.29	7903.29	8732.89	10727.79	6847.43	1366.89	6380.44	1813.16	9186.00	13478.00	7442.00	8089.00	8892.00	6767.00	895.63	3186.15	1351.87	9186.00	10035.33	11410.94	9657.26	8089.00	7916.00	8769.37	8732.89	1351.87	1811.22	3186.83	1813.16	4640.08	3106.34	1940.44	1073.01	2774.73	1212.38	30.95	40.66	13.55	22.13	66.94	87.07	3494.94	333.00	14.00	1197.00	514.67	612.07	24.13	1.01	86.74	37.29	44.35	75.87	98.99	13.26	62.71	3215866.00	233412.00	9460239.00	4303172.33	1462.13	14231.72	2103.68	311.31	6.28	1031.69	449.76	6387.34	7348.62	6762.92	3	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0
4	antigen 007	COL6A1	1	1	4	865.99	968.22	561.74	338.80	439.32	269.72	554.32	677.95	296.40	659.00	701.00	479.00	296.00	274.00	256.00	347.33	410.73	213.66	659.00	613.00	798.65	865.99	274.00	275.33	349.28	338.80	347.33	323.90	509.56	554.32	211.44	117.93	85.28	20.03	194.67	100.60	19.24	26.47	7.28	24.42	31.06	38.20	523.32	152.00	37.00	35.00	74.67	66.98	11.01	2.68	2.54	5.41	4.85	88.99	97.32	97.46	94.59	131631.00	35824.00	19661.00	62372.00	541.56	580.42	239.68	155.58	43.22	43.28	80.69	177.56	1050.49	70.14	0	3	0	3	3	3	0	0	0	0	0	0	0	0	3	3
5	antigen 011	CT62	1	1	5	540.61	516.22	541.15	312.25	285.43	302.33	235.75	248.53	245.04	520.00	505.00	509.00	291.00	225.00	280.00	215.14	237.32	212.89	509.00	511.33	532.66	540.61	280.00	265.33	300.00	302.33	215.14	221.78	243.11	245.04	14.24	7.77	13.56	35.36	6.61	13.50	1.52	2.67	13.33	4.52	6.09	2.72	267.33	160.00	412.00	168.00	246.67	143.24	11.59	29.86	12.17	17.87	10.38	88.41	70.14	87.83	82.13	86498.00	212681.00	90913.00	130030.67	94.65	129.88	105.84	398.50	788.36	388.95	525.27	91.04	165.38	91.73	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	3
6	antigen 015	DSCR8/MMA1	1	1	6	570.57	506.96	824.92	278.68	415.29	265.29	297.90	222.98	563.18	508.00	505.00	509.00	245.00	280.00	245.00	235.33	221.02	247.27	508.00	507.33	634.15	570.57	245.00	256.67	319.75	278.68	235.33	234.54	361.36	297.90	168.24	2.08	83.01	20.21	178.76	13.14	0.41	26.53	7.87	25.96	5.60	49.47	377.48	550.00	476.00	545.00	523.67	41.36	39.86	34.49	39.49	37.95	3.00	60.14	65.51	60.51	62.05	313814.00	241313.00	449580.00	334902.33	524.75	18.01	1153.83	312.23	5893.00	266.01	2157.08	71.48	818.47	55.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	antigen 032	MAGEA3	1	1	7	716.58	617.68	653.58	381.35	320.45	358.57	357.81	319.87	320.19	626.00	599.00	613.00	300.00	250.00	271.00	267.23	301.19	279.61	613.00	612.67	662.61	653.58	271.00	273.67	353.46	358.57	279.61	282.67	332.62	320.19	50.07	13.50	30.77	25.11	21.81	17.19	2.20	7.56	9.17	8.71	6.08	6.56	388.95	492.00	659.00	509.00	553.33	91.90	35.65	47.75	36.88	40.10	6.66	64.35	52.25	63.12	59.90	352558.00	407050.00	332674.00	364094.00	266.83	165.73	306.18	659.76	1271.88	532.29	821.31	238.88	166.06	285.85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	antigen 112	SOX1	1	1	8	1589.21	1475.80	3379.68	529.30	555.65	685.96	1124.04	987.26	2796.55	1736.00	1457.00	2485.00	299.00	365.00	380.00	1270.83	968.46	1901.86	1736.00	1892.67	2148.23	1589.21	365.00	348.00	590.30	555.65	1270.83	1380.38	1635.95	1124.04	1067.98	531.61	83.88	43.09	1007.43	476.25	28.09	49.71	12.38	14.21	34.50	61.58	1800.23	29.00	40.00	38.00	35.67	5.86	2.10	2.90	2.75	2.58	0.42	97.90	97.10	97.25	97.42	46087.00	59032.00	128428.00	77849.00	533.19	377.81	4795.91	61.14	104.53	22.16	62.61	546.93	575.87	845.27	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
9	antigen 036	MAGEA5	1	2	1	757.92	920.20	2633.45	742.96	534.82	676.35	304.46	394.27	2039.28	701.00	793.00	907.00	410.00	493.00	492.00	247.54	267.07	312.83	793.00	800.33	1437.19	920.20	492.00	465.00	651.38	676.35	267.07	275.81	912.67	394.27	1039.16	103.20	106.29	47.63	976.71	33.51	12.89	72.31	10.24	16.32	12.15	107.02	972.19	466.00	213.00	564.00	414.33	181.11	33.77	15.43	40.87	30.02	13.12	66.23	84.57	59.13	69.98	353192.00	196003.00	1485267.00	678154.00	480.39	1292.85	6663.26	295.34	64.96	172.61	177.63	3473.97	169.69	533.19	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
10	antigen 040	MART-1	1	2	2	835.57	810.45	1069.11	492.88	465.21	434.27	390.49	357.08	637.37	686.00	692.00	702.00	428.00	449.00	400.00	240.93	238.63	270.26	692.00	693.33	905.04	835.57	428.00	425.67	464.12	465.21	240.93	249.94	461.65	390.49	142.64	8.08	29.32	24.58	153.10	17.64	1.17	15.76	5.78	6.32	7.06	33.16	479.38	69.00	124.00	127.00	106.67	32.65	5.00	8.99	9.20	7.73	2.37	95.00	91.01	90.80	92.27	57654.00	100496.00	135777.00	97975.67	496.22	643.67	2131.66	54.30	68.79	37.97	53.69	635.15	144.67	105.31	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
11	antigen 044	NY-CO-45	1	2	3	1314.18	1509.48	896.55	391.80	467.03	316.50	962.16	1106.01	586.17	1270.00	851.00	584.00	305.00	335.00	296.00	917.99	447.53	273.61	851.00	901.67	1240.07	1314.18	305.00	312.00	391.78	391.80	447.53	546.38	884.78	962.16	313.11	345.80	75.26	20.42	268.42	333.37	38.35	25.25	6.55	19.21	61.01	30.34	928.07	51.00	236.00	96.00	127.67	96.48	3.70	17.10	6.96	9.25	6.99	96.30	82.90	93.04	90.75	67023.00	356238.00	86069.00	169776.67	610.70	2166.59	661.50	80.35	120.47	85.07	95.30	256.50	393.01	69.50	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
12	antigen 064	THEG	1	2	4	1051.61	964.24	588.24	366.32	310.22	329.20	711.45	674.93	279.75	632.00	509.00	521.00	309.00	293.00	287.00	291.84	219.70	212.51	521.00	554.00	868.03	964.24	293.00	296.33	335.25	329.20	219.70	241.35	555.38	674.93	246.21	67.82	28.53	11.37	239.40	43.87	12.24	28.36	3.84	8.51	18.18	43.11	571.69	190.00	377.00	136.00	234.33	126.47	13.77	27.32	9.86	16.98	9.16	86.23	72.68	90.14	83.02	199806.00	363518.00	80000.00	214441.33	1264.73	4775.16	236.35	106.88	53.29	160.97	107.05	206.00	202.37	181.48	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	3
13	antigen 068	TYR	1	2	5	648.73	635.14	704.71	377.64	322.96	355.74	277.10	318.86	356.77	605.00	606.00	606.00	300.00	288.00	265.00	233.37	289.72	258.06	606.00	605.67	662.86	648.73	288.00	284.33	352.11	355.74	258.06	260.38	317.58	318.86	36.88	0.58	27.52	17.79	39.85	28.25	0.10	5.56	6.26	7.81	10.85	12.55	378.53	399.00	600.00	402.00	467.00	115.19	28.91	43.48	29.13	33.84	8.35	71.09	56.52	70.87	66.16	258845.00	381083.00	283294.00	307740.67	349.90	132.75	906.21	315.99	1441.21	158.27	638.49	159.11	111.19	167.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	antigen 072	ZNF165	1	2	6	520.15	686.38	854.18	303.22	403.38	324.10	222.44	336.23	536.87	515.00	574.00	608.00	295.00	303.00	300.00	217.30	223.85	290.69	574.00	565.67	686.90	686.38	300.00	299.33	343.57	324.10	223.85	243.94	365.18	336.23	167.02	47.06	52.84	4.04	159.20	40.61	8.32	24.31	1.35	15.38	16.65	43.59	387.57	483.00	63.00	429.00	325.00	228.50	35.00	4.57	31.09	23.55	16.56	65.00	95.43	68.91	76.45	251231.00	43242.00	366443.00	220305.33	40.14	358.76	1009.95	2676.42	59.04	228.05	987.84	74.41	374.89	82.37	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
15	antigen 076	CDK7	1	2	7	1540.00	0.00	724.72	324.96	267.82	387.35	1256.80	0.00	348.23	943.00	0.00	690.00	285.00	237.00	375.00	659.80	0.00	313.51	690.00	544.33	754.91	724.72	285.00	299.00	326.71	324.96	313.51	324.44	535.01	348.23	770.44	488.08	59.78	70.06	648.89	330.04	89.67	102.06	23.43	18.30	101.73	121.28	455.91	15.00	0.00	422.00	145.67	239.43	1.09	0.00	30.58	10.56	17.35	98.91	100.00	69.42	89.44	23100.00	0.00	305832.00	109644.00	1331.77	0.00	248.72	14.16	<NO DATA>	590.83	201.66	229.55	156.10	144.95	0	0	0	3	3	0	1	3	0	0	3	0	0	0	3	3
16	CT100 Control Buffer only	Buffer	1	2	8	1233.09	0.00	1181.62	256.32	237.94	339.90	991.59	0.00	874.90	1110.00	0.00	917.00	223.00	211.00	281.00	868.50	0.00	610.29	869.00	808.83	959.22	1035.69	393.00	432.75	472.86	399.15	368.92	373.22	523.61	444.93	405.00	328.04	230.76	210.11	318.02	196.32	40.56	42.22	48.55	48.80	52.60	60.74	526.47	11.00	0.00	211.00	107.25	144.40	0.80	0.00	15.29	7.77	10.46	99.20	100.00	84.71	94.64	13564.00	0.00	249321.00	124719.75	659.64	0.00	840.85	16.54	<NO DATA>	219.54	78.69	90.63	80.21	254.14	0	0	0	24	24	24	1	24	0	0	24	0	0	0	24	24
17	antigen 003	BAGE4	1	6	7	849.50	555.60	1179.79	249.56	246.38	266.60	604.76	313.98	917.17	806.00	493.00	911.00	226.00	223.00	278.00	561.26	251.38	648.38	806.00	736.67	861.63	849.50	226.00	242.33	254.18	249.56	561.26	487.01	611.97	604.76	312.27	217.45	10.87	30.92	301.66	208.65	29.52	36.24	12.76	4.28	42.84	49.29	619.30	4.00	105.00	199.00	102.67	97.52	0.29	7.61	14.42	7.44	7.07	99.71	92.39	85.58	92.56	3398.00	58338.00	234779.00	98838.33	395.75	380.73	1358.50	6.11	86.59	134.35	75.69	83.39	50.73	64.47	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
18	antigen 096	p53 M133T	1	7	1	1693.46	756.70	567.15	785.16	322.24	299.67	1079.55	445.94	283.73	1235.00	599.00	501.00	538.00	294.00	256.00	621.09	288.24	217.57	599.00	778.33	1005.77	756.70	294.00	362.67	469.02	322.24	288.24	375.64	603.07	445.94	603.05	398.51	274.01	153.03	420.54	215.49	51.20	59.96	42.20	58.42	57.37	69.73	643.10	260.00	86.00	220.00	188.67	91.13	18.84	6.23	15.94	13.67	6.60	81.16	93.77	84.06	86.33	440299.00	65076.00	124774.00	210049.67	1132.51	796.99	687.98	247.84	48.12	90.73	128.90	981.78	116.69	167.23	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
19			1	7	7	602.00	2355.27	0.00	247.18	289.48	240.85	356.11	2076.85	0.00	602.00	848.00	0.00	229.00	287.00	225.00	356.11	569.58	0.00	849.00	891.97	1414.22	1066.79	477.00	435.47	531.10	507.88	401.60	425.59	947.85	538.60	1168.63	373.78	371.35	143.48	1121.02	235.73	41.91	82.63	32.95	69.92	55.39	118.27	978.75	1.00	30.00	0.00	74.63	121.75	0.07	2.17	0.00	5.41	8.82	99.93	97.83	100.00	99.25	602.00	70658.00	0.00	99497.94	0.00	3974.23	0.00	<NO DATA>	15.68	<NO DATA>	5.23	36.61	162.10	31.01	0	0	0	32	32	32	1	0	32	0	0	32	0	0	32	32
20	antigen 104	ACVR2A	1	8	1	1770.73	617.70	555.33	764.13	338.77	333.02	1147.10	283.22	226.48	999.00	561.00	555.00	596.00	310.00	301.00	375.38	226.51	226.15	561.00	705.00	981.25	617.70	310.00	402.33	478.64	338.77	226.51	276.01	552.27	283.22	684.41	254.63	247.26	167.78	515.92	86.05	36.12	69.75	41.70	51.66	31.18	93.42	578.92	444.00	61.00	21.00	175.33	233.53	32.17	4.42	1.52	12.71	16.92	67.83	95.58	98.48	87.29	786202.00	37680.00	11662.00	278514.67	2610.64	209.28	5.99	195.09	82.55	793.42	357.02	1039.06	93.39	108.71	3	0	0	0	3	3	0	0	0	0	0	0	0	0	3	3
21	antigen 108	PIM1	1	8	2	1831.49	509.98	1098.40	618.17	280.85	333.92	1284.50	234.44	780.61	1100.00	489.00	732.00	435.00	236.00	288.00	553.00	213.45	414.22	732.00	773.67	1146.62	1098.40	288.00	319.67	410.98	333.92	414.22	393.56	766.52	780.61	662.07	307.62	181.38	103.21	525.17	170.72	39.76	57.74	32.29	44.13	43.38	68.51	826.96	181.00	64.00	96.00	113.67	60.47	13.12	4.64	6.96	8.24	4.38	86.88	95.36	93.04	91.76	331500.00	32639.00	105446.00	156528.33	4964.88	72.76	1433.56	46.83	206.23	52.27	101.78	494.19	78.65	152.16	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
22	none	Cy5 BSA 5ng/ul	2	1	1	2225.42	1238.00	8960.33	1662.14	773.20	8263.96	601.60	493.63	686.86	2126.00	1126.00	8801.00	1767.00	841.00	8318.00	502.19	381.63	527.53	16170.00	17659.13	17119.50	15836.35	4997.00	4965.27	6129.40	7076.73	9257.57	11721.59	11181.96	8923.92	15374.74	16332.32	3374.84	2904.66	12855.19	13834.03	92.49	89.81	58.50	55.06	118.02	114.96	12154.23	417.00	967.00	72.00	948.13	515.84	30.22	70.07	5.22	68.71	37.38	69.78	29.93	94.78	64.83	927999.00	1197144.00	645144.00	21240353.73	371.69	374.41	430.71	674.94	1274.91	114.82	688.22	883.86	466.63	3189.87	0	0	15	0	0	15	0	0	0	0	0	0	0	0	0	0
23	antigen 006	CEP290	2	1	4	527.56	1182.00	883.92	297.12	294.49	327.80	232.36	893.01	568.07	516.00	517.00	818.00	294.00	282.00	292.00	220.80	228.01	502.15	517.00	617.00	864.49	883.92	292.00	289.33	306.47	297.12	228.01	316.98	564.48	568.07	327.65	174.07	18.52	6.43	330.34	160.40	28.21	37.90	2.22	6.04	50.60	58.52	575.16	124.00	25.00	84.00	77.67	49.80	8.99	1.81	6.09	5.63	3.61	91.01	98.19	93.91	94.37	65418.00	29550.00	74249.00	56405.67	69.30	2108.72	466.14	415.80	10.59	102.37	176.25	36.96	83.33	112.43	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
24	antigen 010	CT47.11	2	1	5	620.76	873.71	700.02	353.80	369.44	307.20	275.71	520.05	399.22	585.00	809.00	520.00	307.00	306.00	282.00	239.95	455.34	219.20	585.00	638.00	731.50	700.02	306.00	298.33	343.48	353.80	239.95	304.83	398.33	399.22	129.38	151.61	32.38	14.15	122.18	130.76	23.76	17.69	4.74	9.43	42.90	30.67	433.16	70.00	89.00	132.00	97.00	31.76	5.07	6.45	9.57	7.03	2.30	94.93	93.55	90.43	92.97	43453.00	77760.00	92403.00	71205.33	137.55	377.28	816.71	140.31	122.68	64.52	109.17	115.48	159.86	96.48	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
25	antigen 014	DDX53	2	1	6	638.01	608.88	532.91	390.11	336.30	313.94	255.89	276.63	225.08	619.00	578.00	526.00	312.00	298.00	292.00	236.87	245.75	218.17	578.00	574.33	593.27	608.88	298.00	300.67	346.78	336.30	236.87	233.60	252.53	255.89	54.26	46.61	39.15	10.26	25.94	14.08	8.12	9.15	3.41	11.29	6.03	10.27	292.60	272.00	96.00	414.00	260.67	159.30	19.71	6.96	30.00	18.89	11.54	80.29	93.04	70.00	81.11	173540.00	58452.00	220626.00	150872.67	77.58	148.71	42.54	897.20	178.58	2190.45	1088.74	122.35	121.13	98.51	0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	3
26	antigen 031	MAGEA2	2	1	7	804.93	707.92	764.43	506.70	405.73	424.08	321.97	314.67	348.84	734.00	720.00	722.00	396.00	293.00	304.00	251.04	326.75	306.41	722.00	725.33	759.10	764.43	304.00	331.00	445.50	424.08	306.41	294.73	328.50	321.97	48.73	7.57	53.78	56.56	18.00	39.18	1.04	6.42	17.09	12.07	13.29	5.48	428.10	642.00	481.00	450.00	524.33	103.07	46.52	34.86	32.61	38.00	7.47	53.48	65.14	67.39	62.00	516768.00	340511.00	343995.00	400424.67	414.10	79.57	120.32	499.17	1902.28	1304.74	1235.40	268.48	211.03	207.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	antigen 111	DPPA2	2	1	8	1150.63	517.01	564.80	366.74	287.17	312.98	786.75	235.70	260.31	592.00	514.00	524.00	379.00	278.00	294.00	228.12	232.69	219.51	524.00	543.33	744.15	564.80	294.00	317.00	322.30	312.98	228.12	226.77	427.59	260.31	352.83	42.44	40.60	54.29	311.29	6.69	7.81	47.41	17.13	12.60	2.95	72.80	427.15	27.00	229.00	60.00	105.33	108.36	1.96	16.59	4.35	7.63	7.85	98.04	83.41	95.65	92.37	31067.00	118396.00	33888.00	61117.00	2654.31	46.00	94.59	8.00	1173.30	165.12	448.81	70.45	80.15	106.18	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
28	antigen 035	MAGEA4v4	2	2	1	827.84	921.00	965.10	521.40	573.91	772.50	318.04	384.22	299.82	798.00	850.00	933.00	388.00	411.00	680.00	288.20	313.21	267.73	850.00	860.33	904.65	921.00	411.00	493.00	622.60	573.91	288.20	289.71	334.02	318.04	70.08	68.09	132.45	162.35	44.41	22.78	7.91	7.75	32.93	21.27	7.86	13.30	411.65	470.00	462.00	115.00	349.00	202.69	34.06	33.48	8.33	25.29	14.69	65.94	66.52	91.67	74.71	389084.00	425504.00	110986.00	308524.67	189.87	329.40	148.89	787.27	538.88	231.58	519.24	260.33	384.67	798.21	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
29	antigen 039	MAGEB6	2	2	2	1243.12	1262.74	1287.84	728.43	682.10	757.90	535.81	604.32	558.63	1189.00	1203.00	1292.00	574.00	392.00	313.00	481.70	544.57	562.79	1203.00	1228.00	1264.57	1262.74	392.00	426.33	722.81	728.43	544.57	529.68	566.25	558.63	22.42	55.87	38.21	133.84	34.88	42.55	4.55	1.77	31.39	5.29	8.03	6.16	838.23	958.00	1084.00	1205.00	1082.33	123.51	69.42	78.55	87.32	78.43	8.95	30.58	21.45	12.68	21.57	1190905.00	1368815.00	1551851.00	1370523.67	276.62	431.42	227.94	1855.63	1518.44	2953.23	2109.10	460.19	471.86	597.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	antigen 043	NXF2	2	2	3	1537.00	5146.22	17879.50	1318.98	1612.37	1757.77	863.96	4114.40	16663.00	2044.00	5329.00	24130.00	311.00	361.00	378.00	1370.96	4297.18	22913.50	5329.00	10501.00	8187.57	5146.22	361.00	350.00	1563.04	1612.37	4297.18	9527.21	7213.79	4114.40	8585.26	11916.80	223.51	34.83	8343.08	11684.83	113.48	104.86	9.95	14.30	122.65	115.65	7837.57	2.00	9.00	8.00	6.33	3.79	0.14	0.65	0.58	0.46	0.27	99.86	99.35	99.42	99.54	3074.00	46316.00	143036.00	64142.00	717.01	2855.48	8744.58	2.41	12.97	15.24	10.21	3463.24	3715.31	3814.27	3	3	3	3	3	3	0	0	0	0	0	0	0	0	3	3
31	antigen 063	SYCP1	2	2	4	869.63	2182.07	861.05	277.92	263.84	524.56	593.24	1920.86	573.03	498.00	493.00	697.00	285.00	276.00	292.00	221.61	231.78	408.98	498.00	562.67	1304.25	869.63	285.00	284.33	355.44	277.92	231.78	287.46	1029.04	593.24	760.23	116.36	146.63	8.02	772.40	105.37	20.68	58.29	2.82	41.25	36.65	75.06	1019.92	60.00	121.00	264.00	148.33	104.71	4.35	8.77	19.13	10.75	7.59	95.65	91.23	80.87	89.25	52178.00	264031.00	227317.00	181175.33	2006.14	9132.43	596.80	17.74	25.45	253.49	98.89	42.04	49.26	3885.50	0	0	3	3	3	3	0	0	0	0	0	0	0	0	3	3
32	antigen 067	TSSK6	2	2	5	619.56	872.11	877.50	300.47	315.38	275.50	322.15	576.39	608.65	550.00	721.00	853.00	296.00	294.00	283.00	252.59	425.27	584.15	721.00	708.00	789.72	872.11	294.00	291.00	297.12	300.47	425.27	420.67	502.40	576.39	147.39	151.92	20.15	7.00	156.93	165.83	21.46	18.66	2.41	6.78	39.42	31.24	498.72	9.00	210.00	6.00	75.00	116.92	0.65	15.22	0.43	5.43	8.47	99.35	84.78	99.57	94.57	5576.00	183144.00	5265.00	64661.67	138.48	421.20	293.48	20.94	287.37	12.44	106.92	53.42	128.03	82.29	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
33	antigen 071	XAGE3av2	2	2	6	844.68	587.33	1204.27	367.40	349.50	347.37	497.14	242.95	863.70	755.00	567.00	612.00	311.00	295.00	301.00	407.46	222.62	271.43	612.00	644.67	878.76	844.68	301.00	302.33	354.76	349.50	271.43	300.50	534.60	497.14	309.88	98.16	11.00	8.08	312.06	95.79	15.23	35.26	2.67	3.10	31.88	58.37	576.43	202.00	42.00	70.00	104.67	85.45	14.64	3.04	5.07	7.58	6.19	85.36	96.96	94.93	92.42	170626.00	24668.00	84299.00	93197.67	282.33	74.67	1703.44	355.69	136.65	35.49	175.94	166.33	127.07	126.58	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
34	antigen 075	CDK4	2	2	7	586.00	614.50	631.12	279.10	276.85	296.76	310.64	341.37	340.37	668.00	588.00	516.00	287.00	282.00	295.00	392.64	314.87	225.25	588.00	590.67	610.54	614.50	287.00	288.00	284.24	279.10	314.87	310.92	330.79	340.37	22.82	76.04	10.90	6.56	17.46	83.76	12.87	3.74	2.28	3.84	26.94	5.28	322.54	2.00	8.00	17.00	9.00	7.55	0.14	0.58	1.23	0.65	0.55	99.86	99.42	98.77	99.35	1172.00	4916.00	10729.00	5605.67	115.97	143.84	337.86	5.36	18.99	17.13	13.82	65.56	57.47	78.26	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
35	Cy5-biotin-BSA low 2nd grid	Cy5 BSA 5ng/ul	2	3	1	1904.60	2738.13	0.00	1256.91	1935.56	0.00	690.17	792.53	0.00	1822.00	2558.00	0.00	1468.00	2095.00	0.00	607.57	612.40	0.00	2558.00	2190.00	2321.37	2738.13	2095.00	1781.50	1596.23	1935.56	612.40	609.98	741.35	792.53	589.40	520.43	479.87	443.36	72.38	3.41	23.76	25.39	24.89	30.06	0.56	9.76	539.87	1104.00	321.00	0.00	712.50	553.66	80.00	23.26	0.00	51.63	40.12	20.00	76.74	100.00	65.58	2102681.00	878941.00	0.00	1490811.00	396.63	723.21	0.00	1921.07	351.77	<NO DATA>	757.61	861.35	860.05	0.00	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0
